tcsnumber,name,latitude,longitude,length,depth,pdep,ps,co_name,topo_name,topo_indi,elev,ownership,gear,ent_type,field_indi,map_status,geology,geo_age,phys_prov,narr
JK3,Além Cave,35.41376895,-88.15967672,284,469,367,4,Polk,Elizabethton,Contour Distortion,2235,Private Property,Handline,Pit Bells Out,Pit,Sketch,Ottosee Shale,Pennsylvanian,Eastern Cumberland Plateau Escarpment,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
JK4,La Chapelle-sur-Erdre Cave,36.35459635,-85.01265099,50741,2,131,1,Scott,Graveston,None,1882,Entry Forbidden,Wetsuit,Extremely Big,Extremely Big,Pace & Compass,Carters Limestone & Lebanon Limestone,Mississippian,Sequatchie  Valley,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
JK5,Repentigny Cave,36.27608108,-86.90919384,71114,869,144,2,Dickson,Forest Grove,Sink,2020,ownership,Rappel/Prusik,Artifical Tunnel,Pit Bells Out,Pace & Compass,Osgood & Brassfield Formation,Ordovician,Cumberland Mountain,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
JK6,Revda Cave,36.38492129,-87.28778262,103373,715,23,0,Hickman,Mosheim,Sink,2524,Locked/Gated,Wading,Stoop,Chimney/Climb,Sketch,Bays Formation,Ordovician,Sequatchie  Valley,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
JK7,Guradog Cave,35.73696086,-85.34257287,65594,912,184,2,Moore,Turners Station,Contour Distortion,2981,Destroyed or Blocked,Diving Gear,Very Wide Pit,Extremely Big,Pace & Compass,Leipers-Catheys Fm & Bigby-Canon Limestone,Dev & Sil Und,Eastern Cumberland Plateau Escarpment,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui."
JK8,Kafr Nubl Cave,36.32935737,-84.17812188,32499,346,271,1,Lewis,Powder Springs,Marked as Cave,2121,ownership,Diving Gear,Pit,Artifical Tunnel,Pace & Compass,Carters Limestone & Lebanon Limestone,Dev & Sil Und,Valley and Ridge,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
JK9,Zharkent Cave,35.81527786,-84.18924787,5649,189,68,3,Van buren,Alexandria,Inflowing Stream,2009,Government Owned,Wetsuit,Pit,Chimney/Climb,Unmapped,Chepultepec Do and Copper Ridge Dolomite,Silurian,Highland Rim Proper,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
JK10,Leon Postigo Cave,35.28393873,-86.04807167,27732,358,286,3,Sumner,Graysville,Sink,409,Government Park,Rappel/Prusik,Crawl,walk-in,Pace & Compass,Poteet Limestone,Precambrian,Cumberland Mountain,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi."
JK11,Zimovniki Cave,35.22168455,-86.75368945,51540,554,376,3,Hawkins,Fountain Head,Sink,819,NSS Owned or Leased,Normal Gear,Large,Artificial Shaft,Mapped,Wayne Group and Brassfield Limestone,Cambrian,Highland Rim Proper,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
JK12,Ventspils Cave,35.61902557,-86.50628968,84715,203,239,1,Dekalb,Estill Fork,Marked as Cave,2260,Destroyed or Blocked,Boat/Swimming,Stoop,Very Wide Pit,Mapped,Ottosee Shale,Dev & Sil Und,Highland Rim Escarpment,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus."
JK13,Jiefu Cave,35.73082982,-83.8925551,52308,307,351,2,Humphreys,Appleton,None,1880,Entry Forbidden,Boat/Swimming,Pit Bells Out,Large,Mapped,Chepultepec Dolomite,Dev & Sil Und,Highland Rim Proper,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
JK14,Miguel Hidalgo Cave,36.27080176,-83.7236932,46159,824,367,1,Mcminn,Lynnville,None,1282,ownership,Normal Gear,Pit,Crawl,Pace & Compass,Warren Point Sandstone,Devon,Cumberland Mountain,Fusce consequat. Nulla nisl. Nunc nisl.
JK15,Degerfors Cave,35.42165266,-84.05563099,38953,893,224,4,Johnson,Frankewing,Marked as Cave,775,Locked/Gated,Normal Gear,Pit Bells Out,Stoop,Mapped,Jonesboro,Devonian,Gulf & Atlantic Costal Plains Undiff.,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
JK16,Kudang Cave,35.62055389,-86.79321179,58262,280,261,2,Morgan,Wilder,Quarry,2727,Private Property,Wetsuit,walk-in,Artificial Shaft,Unmapped,Gizzard Group,Precambrian,Eastern Cumberland Plateau Escarpment,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
JK17,Kayunga Cave,35.77729041,-88.44807092,101360,942,178,4,Hawkins,Thurman,Quarry,1978,NSS Owned or Leased,Normal Gear,Extremely Big,Chimney/Climb,Mapped,Fort Payne Formation & Chattanooga Shale,Tertiary,Highland Rim Proper,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
JK18,Nowe Miasto Cave,36.10893822,-84.24375881,41302,197,184,2,Carroll,Fountain City,Contour Distortion,675,Locked/Gated,Handline,Pit Bells Out,Artifical Tunnel,Tape & Compass,Ben Hur Limestone,Penn & Miss,Sequatchie  Valley,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
JK19,Caraguatatuba Cave,35.84517514,-86.49745734,53735,501,93,0,Polk,Willette,None,450,ownership,Diving Gear,Pit,Artifical Tunnel,Unmapped,Ross Formation,Dev & Sil Und,Valley and Ridge,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
JK20,Redange-sur-Attert Cave,36.34207617,-84.4357544,78930,255,54,3,Marion,Greenbrier,None,2572,Private Property,Wetsuit,Chimney/Climb,Pit Bells Out,Sketch,Blackford Formation,Silurian,Valley and Ridge,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
JK21,Villa Nueva Cave,35.2088743,-85.68253896,18865,674,72,4,Claiborne,Henrietta,Quarry,2677,ownership,Diving Gear,Very Wide Pit,Chimney/Climb,Pace & Compass,Pegram Formation,Devon,Central Basin,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
JK22,Lais Cave,36.28386625,-88.08100036,73561,652,169,4,Lewis,Burrville,Marked as Cave,445,Government Owned,Normal Gear,walk-in,Stoop,Tape & Compass,Warren Point Sandstone  & Pennington Formation,Devon,Sequatchie  Valley,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus."
JK23,Huang’ao Cave,35.26689528,-85.48138282,24979,191,0,1,Sullivan,Greenbrier,Sink,2017,Entry Forbidden,Diving Gear,Artificial Shaft,Stoop,Mapped,Bangor Limestone,Ord,Cumberland Mountain,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus."
JK24,Bāfq Cave,35.25834697,-85.55322108,9017,3,162,1,Davidson,Lynchburg East,Inflowing Stream,2209,Government Park,Rappel/Prusik,walk-in,Very Wide Pit,Pace & Compass,Hartselle Formation and Monteagle Limestone,Dev & Sil Und,Unaka Mtns & Blue Ridge,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
JK25,Covão da Carvalha Cave,36.34096093,-85.43116167,68107,936,42,4,Williamson,Beech Grove,Contour Distortion,2930,Destroyed or Blocked,Normal Gear,Crawl,Artificial Shaft,Tape & Compass,Ridley Limestone,Silurian,Unaka Mtns & Blue Ridge,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
JK26,Íasmos Cave,36.2234925,-87.26275988,102360,137,94,1,Hickman,Thurman,Inflowing Stream,2625,Government Owned,Handline,Stoop,Artificial Shaft,Mapped,Rutledge Limestone,Ord,Unaka Mtns & Blue Ridge,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
JK27,Jankomir Cave,35.48788048,-86.41821431,57029,516,352,2,Hickman,Columbia,Sink,1588,Entry Forbidden,Wetsuit,Artificial Shaft,Pit Bells Out,Tape & Compass,Lonesome Pine Formation,Silurian,Cumberland Plateau Proper,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
JK28,Duisburg Cave,36.0466408,-87.00510582,64622,114,272,3,Wilson,Gallatin,Quarry,2139,ownership,Normal Gear,Artificial Shaft,Artificial Shaft,Pace & Compass,Carters Limestone,Penn & Miss,Eastern Cumberland Plateau Escarpment,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
JK29,Santiago Cave,35.74444811,-85.39655052,43002,80,355,3,Cumberland,Long Branch,Quarry,926,Destroyed or Blocked,Wading,Very Wide Pit,Very Wide Pit,Pace & Compass,Poteet Limestone & Dot Formation,Ord,Sequatchie  Valley,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus."
JK30,Jiaoxiyakou Cave,35.62783144,-86.76163318,14846,717,364,1,Coffee,Halls Creek,Sink,2207,Government Owned,Boat/Swimming,Stoop,Extremely Big,Unmapped,Newala Formation,Miss & Dev,Highland Rim Escarpment,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
JK31,Artimet Cave,35.83738669,-83.51299438,85003,504,361,3,Carroll,Excell,Inflowing Stream,2824,Commercial Cave,Handline,Chimney/Climb,Large,Mapped,Woodway Limestone,Ordov,Highland Rim Proper,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
JK32,Hanamaki Cave,35.99387998,-83.92842994,40315,620,59,2,Pickett,Mount Vernon,Contour Distortion,2509,Destroyed or Blocked,Diving Gear,Pit Bells Out,Extremely Big,Sketch,Bangor,Ord,Eastern Cumberland Plateau Escarpment,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
